q1,q2,q3,q4,q5,q6,q7,q29,q58,q65,q67,weight,stratum,psu
4,2,2,1,E,1.73,58.97,1,1,3,1,1.2576,213,344677
6,2,3,1,,,,1,1,1,1,2.8846,213,344677
5,1,2,1,E,1.37,45.36,2,,3,,1.519,213,344677
4,1,2,1,E,1.52,54.43,1,1,1,1,1.519,213,344677
5,2,3,2,B,1.9,65.77,1,,1,3,1.126,213,344677
4,1,1,2,E,1.52,45.36,1,1,1,3,3.4912,213,344677
6,2,4,1,,1.73,83.92,1,1,1,1,4.5952,213,344677
5,2,2,1,,1.57,55.79,1,1,1,3,1.2576,213,344677
7,2,3,2,B,1.73,54.43,1,1,1,4,1.126,213,344677
3,2,1,1,,1.78,76.66,1,1,1,1,3.7,213,344677
3,1,1,2,E,,,1,1,1,3,3.4912,213,344677
3,2,1,1,,1.68,77.57,1,1,1,1,3.7,213,344677
4,1,2,2,BC,1.65,86.18,2,1,1,1,0.4072,213,344677
4,1,2,1,E,1.57,72.58,2,1,1,1,1.519,213,344677
4,2,2,1,E,1.6,68.04,1,1,1,1,1.2576,213,344677
5,2,2,2,B,1.83,58.97,1,1,1,4,0.38,213,344677
4,2,2,2,E,1.6,52.16,1,3,1,4,1.1213,213,344677
4,1,2,2,B,,,1,1,1,2,0.4072,213,344677
4,2,2,1,A,,,1,1,1,2,1.2576,213,344677
4,2,2,1,E,1.68,81.65,1,1,1,1,1.2576,213,344677
5,1,2,2,B,1.57,45.36,1,,1,2,0.4072,213,344677
5,1,2,2,E,,,1,1,1,1,1.5154,213,344677
5,2,2,1,C,,,1,1,1,1,1.2576,213,344677
4,1,2,1,E,1.6,49.9,1,1,1,1,1.519,213,344677
5,2,3,2,C,1.85,63.5,1,3,4,2,2.0094,213,344677
4,1,2,1,E,1.57,58.51,1,1,1,3,1.519,213,344677
5,2,2,2,C,1.75,65.77,1,1,4,2,1.1267,213,344677
5,1,2,2,E,1.68,77.11,1,1,1,4,1.5154,213,344677
4,2,2,1,D,1.88,122.47,1,1,4,1,1.2576,213,344677
4,1,2,2,C,1.57,54.43,1,1,1,3,0.9062,213,344677
4,2,2,2,E,1.8,71.67,1,1,1,1,1.1213,213,344677
5,2,2,1,E,1.63,59.88,1,1,1,3,1.2576,213,344677
4,2,2,2,E,,,1,1,1,1,1.1213,213,344677
4,2,2,1,,1.6,54.43,1,4,1,2,1.2576,213,344677
4,2,2,2,C,1.78,79.83,1,,4,3,1.1267,213,344677
5,1,2,1,,,,1,,4,4,1.519,213,344677
5,2,2,1,A,,,1,1,1,4,1.2576,213,344677
4,2,2,2,E,1.68,72.58,1,1,1,1,1.1213,213,344677
5,2,3,2,E,1.8,68.04,1,1,1,2,3.3702,213,344677
4,2,2,2,B,1.75,64.41,1,3,1,2,0.38,213,344677
5,2,3,2,E,1.83,97.52,1,1,1,1,3.3702,213,344677
7,2,4,2,E,1.96,97.52,1,,1,4,4.0651,213,344677
5,2,3,2,E,1.78,65.77,1,1,1,4,3.3702,213,344677
3,2,1,2,B,1.57,54.43,1,1,1,3,0.9031,213,344677
5,1,3,2,C,1.6,58.06,1,1,1,4,3.4161,213,344677
6,2,1,1,E,,,1,,,,3.7,213,344677
3,2,1,1,C,1.75,90.27,2,2,1,4,3.7,213,344677
3,1,1,1,,1.52,49.9,1,2,1,4,3.2346,213,344677
6,2,3,2,B,1.7,49.9,1,,1,4,1.126,213,344677
5,2,3,2,C,1.8,63.5,1,1,1,2,2.0094,213,344677
6,1,4,2,B D,1.6,64.86,1,7,1,1,3.667,213,344677
5,2,3,2,C,,,1,4,1,1,2.0094,213,344677
5,2,3,1,,1.75,82.1,1,1,1,3,2.8846,213,344677
6,2,4,2,C,1.83,117.94,1,1,1,1,4.1508,213,344677
6,2,3,2,E,1.78,63.5,1,5,1,2,3.3702,213,344677
3,2,1,2,E,1.78,68.04,1,1,1,1,3.0612,213,344677
4,2,2,2,E,1.93,90.27,1,1,1,2,1.1213,213,344677
3,2,1,2,C,1.75,88.45,1,1,1,1,2.901,213,344677
6,2,1,1,E,,,1,,,,3.7,213,344677
6,2,4,2,E,1.88,70.31,1,1,1,4,4.0651,213,344677
4,1,2,1,,1.52,51.26,,1,1,2,0.64,113,351366
5,1,2,2,C,1.55,45.36,3,4,1,4,0.3818,113,351366
5,1,2,2,C,,,1,,1,1,0.3818,113,351366
4,2,2,2,C,1.75,61.24,1,,1,,1.1392,113,351366
5,2,2,2,C,1.73,63.5,1,,1,2,1.1392,113,351366
4,1,2,2,C,,,3,1,1,1,0.3818,113,351366
4,1,2,1,,,,1,1,1,1,0.64,113,351366
3,1,2,2,C,,,1,1,1,1,0.3818,113,351366
4,2,2,2,C,,,3,2,2,,1.1392,113,351366
4,2,3,2,C,1.78,63.5,1,1,1,2,1.1353,113,351366
4,1,2,2,C,1.57,54.43,1,1,1,3,0.3818,113,351366
4,2,2,2,C,,,1,2,1,4,1.1392,113,351366
4,2,2,2,C,,,1,,1,,1.1392,113,351366
4,1,2,2,C,1.63,82.56,3,1,1,4,0.3818,113,351366
4,1,2,1,,,,1,1,1,1,0.64,113,351366
4,1,2,2,C,,,1,1,3,2,0.3818,113,351366
4,2,2,1,,1.68,76.2,1,,1,1,1.2716,113,351366
5,1,2,2,C,1.65,96.16,1,1,4,1,0.3818,113,351366
4,1,2,2,C E,1.6,68.04,1,1,1,1,0.3818,113,351366
5,1,2,2,E,1.65,102.51,1,1,1,1,0.6385,113,351366
4,2,2,2,CD,1.73,90.72,1,5,1,1,0.3842,113,351366
5,2,1,1,C,,,2,1,1,1,0.5238,113,351366
3,1,1,1,E,,,1,1,1,3,0.8326,113,351366
3,2,1,1,A,1.68,48.54,1,,1,2,0.5238,113,351366
3,2,1,1,E,,,,,4,,0.5238,113,351366
4,1,1,1,E,1.8,56.7,1,1,1,1,0.8326,113,351366
6,2,1,1,E,,,1,2,4,2,0.5238,113,351366
4,2,1,1,A,,,1,4,1,3,0.5238,113,351366
,2,1,1,,,,1,6,1,1,0.5238,113,351366
4,2,1,1,A,,,1,1,1,1,0.5238,113,351366
4,2,1,1,A,1.7,61.24,1,1,1,3,0.5238,113,351366
4,2,1,1,D,,,1,1,1,3,0.5238,113,351366
4,1,1,1,D,1.57,89.81,1,1,1,2,0.8326,113,351366
6,1,1,1,E,,,1,,1,1,0.8326,113,351366
3,2,1,1,E,,,1,1,4,4,0.5238,113,351366
3,,1,1,,,,1,1,1,1,0.5238,113,351366
6,2,1,1,E,1.7,74.84,1,1,1,1,0.5238,113,351366
5,2,1,1,E,,,1,2,1,2,0.5238,113,351366
5,2,1,1,E,,,1,1,2,3,0.5238,113,351366
3,2,1,1,E,,,1,1,4,3,0.5238,113,351366
3,2,5,1,B,,,1,1,4,3,1.6298,113,351366
4,1,2,2,C,,,1,1,1,4,0.3818,113,351366
5,2,3,1,E,1.73,97.52,1,1,1,1,1.6298,113,351366
5,1,2,2,C,1.57,56.7,1,1,1,2,0.3818,113,351366
4,1,2,2,C,,,1,1,1,1,0.3818,113,351366
5,2,2,2,C,1.8,72.58,1,5,1,2,1.1392,113,351366
5,2,2,1,E,,,1,1,1,2,1.2716,113,351366
4,1,2,2,C E,1.63,56.7,1,1,1,3,0.6385,113,351366
6,2,3,1,DE,,,1,1,1,1,1.6298,113,351366
6,1,2,1,E,,,1,2,1,3,0.64,113,351366
4,1,2,2,C,1.65,90.72,1,1,1,3,0.3818,113,351366
4,2,2,2,C,,,1,,1,,1.1392,113,351366
4,1,2,1,C,1.73,70.76,1,1,1,1,0.64,113,351366
7,1,3,2,C,1.4,38.56,1,1,1,2,2.864,113,351366
5,1,3,2,C,1.65,86.18,1,2,1,3,2.864,113,351366
5,2,3,2,C,1.73,58.97,1,1,1,1,1.1353,113,351366
7,2,4,2,C,1.75,64.41,1,7,1,2,1.6416,113,351366
6,2,3,1,E,1.68,58.97,1,2,1,3,1.6298,113,351366
6,2,3,1,A,,,1,2,4,4,1.6298,113,351366
7,2,3,1,,,,1,4,,3,1.6298,113,351366
5,2,3,2,A C,1.73,64.86,1,6,1,3,0.4541,113,351366
5,1,3,2,C,1.63,63.96,1,1,1,4,2.864,113,351366
3,2,1,1,A,1.73,81.65,1,1,1,1,0.5238,113,351366
4,2,1,1,E,,,1,4,1,2,0.5238,113,351366
3,2,1,1,E,,,1,1,1,1,0.5238,113,351366
3,1,1,1,D,1.57,48.99,5,1,1,1,0.8326,113,351366
3,2,1,1,,,,1,2,1,1,0.5238,113,351366
4,2,1,1,E,1.73,81.19,1,1,1,1,0.5238,113,351366
3,1,1,2,C,1.68,72.12,1,1,1,4,0.8789,113,351366
6,1,3,1,E,1.68,61.24,1,1,1,1,1.6065,113,351366
3,2,1,1,,1.6,49.9,1,1,1,2,0.5238,113,351366
5,1,4,1,E,1.65,59.88,1,1,1,1,2.7067,113,351366
3,1,1,2,A C,1.68,73.48,1,4,1,1,0.2689,113,351366
4,1,1,2,C,,,1,1,1,3,0.8789,113,351366
3,1,1,2,C,1.52,44.45,1,1,1,2,0.8789,113,351366
3,2,1,1,,,,,1,1,1,0.5238,113,351366
5,1,3,1,C,,,1,1,1,4,1.6065,113,351366
4,2,1,2,C,1.78,74.84,1,2,1,3,0.4107,113,351366
3,1,1,2,C,1.68,73.48,1,1,1,1,0.8789,113,351366
4,2,1,2,C,1.8,83.01,1,1,1,1,0.4107,113,351366
3,2,1,2,C,1.73,65.77,1,3,1,3,0.4107,113,351366
3,2,1,1,,,,1,,1,1,0.5238,113,351366
3,1,1,2,C,1.6,56.7,3,1,1,1,0.8789,113,351366
5,1,3,2,C,1.6,60.78,1,1,1,3,3.178,113,351366
5,1,3,1,C,1.68,69.4,4,2,1,1,1.7826,113,351366
5,2,3,1,E,1.73,70.31,1,2,1,1,1.8085,113,351366
5,1,3,2,A C,,,1,1,1,4,0.588,113,351366
5,1,3,2,C,1.52,58.97,1,,1,,3.178,113,351366
7,2,4,2,C,1.73,73.94,1,,1,1,1.2629,113,351366
7,2,4,2,C,1.7,58.97,1,5,1,2,1.2629,113,351366
7,1,4,2,C,1.55,86.18,1,1,1,1,1.4967,113,351366
6,2,4,2,C,1.9,83.92,1,,1,,1.2629,113,351366
6,2,4,2,C,1.68,72.58,1,4,1,1,1.2629,113,351366
6,1,4,2,C,1.68,99.79,1,,1,1,1.4967,113,351366
5,2,3,2,C,1.68,63.05,1,1,1,1,1.2598,113,351366
7,1,4,2,C,1.57,74.39,1,2,1,1,1.4967,113,351366
7,2,4,2,C,,,1,7,1,2,1.2629,113,351366
6,2,4,2,C,1.78,65.77,1,7,1,3,1.2629,113,351366
7,2,4,2,E,1.73,102.06,1,1,,1,2.8488,211,357543
7,1,4,2,E,1.65,56.7,1,1,,3,2.5026,211,357543
7,2,4,2,E,1.9,70.31,1,2,,3,2.8488,211,357543
6,2,4,2,E,1.8,81.65,1,2,,1,2.8488,211,357543
7,1,4,2,E,1.5,44.45,1,1,,4,2.5026,211,357543
7,2,4,2,E,1.68,56.7,1,1,,1,2.8488,211,357543
7,2,4,2,E,1.8,63.5,,1,,2,2.8488,211,357543
5,1,2,2,E,1.65,74.39,1,3,,1,1.3625,211,357543
5,1,2,2,E,1.55,56.7,1,1,,4,1.3625,211,357543
5,2,2,2,B,1.88,79.83,1,1,,2,0.3587,211,357543
5,2,2,2,E,1.78,90.72,1,1,,1,1.0586,211,357543
5,1,2,2,E,1.6,55.34,1,1,,4,1.3625,211,357543
4,1,2,2,E,,,1,1,,,1.3625,211,357543
5,2,2,1,E,1.6,55.79,1,1,,2,1.1872,211,357543
5,1,2,2,E,1.65,60.78,1,2,,1,1.3625,211,357543
4,2,2,2,E,1.8,63.5,1,1,,2,1.0586,211,357543
5,2,2,2,E,1.78,58.97,1,1,,2,1.0586,211,357543
5,1,2,2,E,1.75,61.24,1,3,,4,1.3625,211,357543
4,1,2,1,C,1.63,58.97,1,1,,1,1.3658,211,357543
4,2,2,2,E,1.63,80.74,1,1,,1,1.0586,211,357543
5,2,2,2,E,1.8,68.04,1,1,,2,1.0586,211,357543
4,2,2,1,E,1.75,61.24,1,1,,2,1.1872,211,357543
4,2,1,2,E,,,,,,3,1.8013,211,357543
4,2,1,2,E,,,1,1,,3,1.8013,211,357543
3,2,1,2,E,1.65,53.52,1,2,,3,1.8013,211,357543
5,2,1,1,C,1.63,54.43,,1,,2,2.1771,211,357543
3,2,1,1,C,1.73,79.38,1,1,,1,2.1771,211,357543
4,1,1,2,E,1.68,58.97,2,1,,4,1.6861,211,357543
3,2,1,2,E,1.73,47.17,1,,,2,1.8013,211,357543
5,2,1,2,E,1.8,70.76,1,,,3,1.8013,211,357543
3,1,1,2,E,1.68,52.16,,1,1,,3.4912,300,472861
3,2,1,2,E,1.8,79.38,1,,1,,3.7499,300,472861
3,2,1,2,E,1.78,81.65,1,1,1,,3.7499,300,472861
4,1,1,1,E,1.65,65.77,1,1,1,,3.303,300,472861
4,1,1,2,E,1.68,70.31,,1,1,,3.4912,300,472861
4,1,1,2,E,1.68,54.43,2,6,1,,3.4912,300,472861
4,1,1,2,E,1.68,62.6,1,1,1,,3.4912,300,472861
4,2,1,2,E,1.65,50.8,1,1,1,,3.7499,300,472861
4,2,1,2,A,1.7,52.62,1,1,1,,1.34,300,472861
3,1,1,2,E,1.63,46.27,1,1,2,,3.4912,300,472861
3,1,1,2,E,1.65,59.88,1,1,1,,3.4912,300,472861
4,1,1,2,E,1.68,70.31,1,1,1,,3.4912,300,472861
4,1,2,2,E,1.73,92.99,1,1,1,,3.899,300,472861
5,1,2,2,E,1.63,72.58,1,1,1,,3.899,300,472861
5,1,2,2,E,1.68,63.5,1,1,1,,3.899,300,472861
5,1,3,2,E,1.63,58.97,1,1,1,,3.7522,300,472861
6,1,3,2,E,1.7,56.7,1,2,1,,3.7522,300,472861
6,1,3,2,E,1.6,54.43,1,7,1,,3.7522,300,472861
6,1,4,2,E,,,1,1,1,,4.0009,300,472861
7,1,4,2,E,1.68,58.97,1,1,1,,4.0009,300,472861
7,1,4,2,E,1.75,104.33,1,1,1,,4.0009,300,472861
7,2,4,2,E,1.68,74.84,1,1,1,,4.0651,300,472861
7,2,4,2,E,1.78,72.58,1,2,1,,4.0651,300,472861
7,2,4,2,E,1.85,92.99,1,1,1,,4.0651,300,472861
6,2,4,2,E,1.68,63.5,1,1,1,,4.0651,300,472861
7,1,4,2,E,1.73,72.58,1,2,1,,4.0009,300,472861
7,2,4,2,E,1.78,72.58,1,2,1,,4.0651,300,472861
7,2,4,2,E,1.88,67.13,1,3,,,4.0651,300,472861
7,2,4,2,E,1.93,90.72,1,2,1,,4.0651,300,472861
7,2,4,2,E,1.78,70.31,,1,1,,4.0651,300,472861
5,,3,2,E,,,2,6,1,,3.7522,300,472861
5,1,3,2,E,1.7,52.16,1,1,1,,3.7522,300,472861
5,1,3,2,E,1.8,74.84,,1,1,,3.7522,300,472861
5,2,3,2,E,1.85,65.77,1,1,1,,3.8405,300,472861
6,,3,2,E,,,1,1,2,,3.8405,300,472861
6,1,3,2,E,1.6,54.43,1,1,1,,3.7522,300,472861
6,1,3,2,C,1.63,92.99,2,3,3,,3.4161,300,472861
6,2,3,1,D,1.7,65.77,1,7,1,,3.9913,300,472861
6,2,3,1,D,1.63,60.33,1,5,1,,3.9913,300,472861
6,2,3,2,E,1.8,77.57,1,3,4,,3.8405,300,472861
6,2,3,2,E,1.78,131.54,2,7,1,,3.8405,300,472861
6,2,3,2,E,1.83,74.84,1,1,1,,3.8405,300,472861
5,1,3,2,E,1.68,61.24,1,1,1,,3.7522,300,472861
5,1,3,2,E,1.73,63.5,1,1,1,,3.7522,300,472861
5,1,3,2,E,1.85,102.06,1,2,1,,3.7522,300,472861
5,1,3,2,E,1.7,82.56,1,1,1,,3.7522,300,472861
5,2,3,2,E,1.75,81.65,1,2,1,,3.8405,300,472861
6,1,3,2,C,1.68,72.58,1,2,1,,3.4161,300,472861
6,1,3,2,E,1.63,52.16,1,2,1,,3.7522,300,472861
6,1,3,2,E,1.7,58.97,1,2,1,,3.7522,300,472861
6,1,3,2,E,1.57,54.43,1,3,1,,3.7522,300,472861
6,1,3,2,E,1.65,92.53,1,1,2,,3.7522,300,472861
6,2,3,2,E,1.88,83.92,1,1,1,,3.8405,300,472861
6,2,3,2,E,1.78,122.47,2,,2,,3.8405,300,472861
5,1,3,1,D,1.5,34.47,2,2,1,,3.7576,300,472861
5,1,3,2,E,1.57,64.86,1,1,1,,3.7522,300,472861
5,1,3,2,E,1.55,43.55,1,1,1,,3.7522,300,472861
5,1,3,2,E,1.65,56.7,,1,1,,3.7522,300,472861
5,1,3,2,E,1.65,63.5,1,1,3,,3.7522,300,472861
5,2,3,2,E,1.68,83.01,1,2,1,,3.8405,300,472861
5,2,3,2,E,1.78,72.58,1,1,1,,3.8405,300,472861
5,2,3,2,E,1.7,68.04,1,3,1,,3.8405,300,472861
6,1,3,2,E,1.63,44.91,1,1,1,,3.7522,300,472861
6,1,3,2,E,1.73,53.52,1,1,1,,3.7522,300,472861
6,2,3,2,E,1.85,136.08,1,2,1,,3.8405,300,472861
6,2,3,2,E,1.73,79.38,,1,1,,3.8405,300,472861
5,1,3,2,E,1.55,58.97,1,2,1,,3.7522,300,472861
5,1,3,2,E,1.68,54.43,2,7,1,,3.7522,300,472861
5,2,3,1,,1.73,63.5,1,1,1,,3.9913,300,472861
5,2,3,2,E,1.75,71.22,1,4,1,,3.8405,300,472861
5,2,3,2,E,1.83,99.79,1,1,1,,3.8405,300,472861
6,1,3,2,E,1.57,45.36,1,6,1,,3.7522,300,472861
6,2,3,2,E,1.63,102.06,1,1,1,,3.8405,300,472861
6,2,3,2,E,1.73,82.56,1,3,1,,3.8405,300,472861
6,2,3,2,A,1.78,83.01,2,3,1,,0.8451,300,472861
6,2,3,2,E,1.78,72.58,5,7,2,,3.8405,300,472861
6,2,3,2,E,,,,,,,3.8405,300,472861
6,1,4,2,E,1.55,52.16,1,,1,,4.0009,300,472861
6,1,4,2,E,1.6,56.7,2,7,1,,4.0009,300,472861
6,2,4,1,E,1.7,104.33,1,,,,4.5952,300,472861
7,1,4,2,E,1.7,68.04,1,3,1,,4.0009,300,472861
7,1,4,2,E,,,1,7,1,,4.0009,300,472861
7,2,4,2,B,1.96,180.99,,7,2,,3.5862,300,472861
7,2,4,2,E,1.75,80.74,,1,1,,4.0651,300,472861
7,2,4,2,E,1.83,93.44,1,2,1,,4.0651,300,472861
7,2,4,2,E,1.7,63.5,1,7,1,,4.0651,300,472861
4,1,2,2,E,1.68,54.43,1,1,1,,3.899,300,472861
4,1,2,2,E,1.68,52.62,2,1,1,,3.899,300,472861
4,1,2,2,E,1.7,86.18,4,3,1,,3.899,300,472861
4,2,2,2,A,1.7,63.5,1,1,1,,1.1581,300,472861
5,1,2,2,E,1.57,54.43,1,1,1,,3.899,300,472861
5,1,2,2,E,1.65,54.43,1,1,1,,3.899,300,472861
5,2,2,,E,1.88,88.45,1,1,1,,3.6324,300,472861
5,2,2,2,E,1.75,56.25,3,4,1,,3.7735,300,472861
5,2,2,2,E,1.63,62.6,1,,1,,3.7735,300,472861
6,2,2,2,A,1.8,74.84,1,1,1,,1.1581,300,472861
3,1,1,2,E,,,1,3,,,3.4912,300,472861
3,1,1,2,E,,,1,,,,3.4912,300,472861
4,1,1,2,E,1.5,56.7,1,1,1,,3.4912,300,472861
4,1,1,2,E,,,,2,1,,3.4912,300,472861
4,2,1,2,E,1.7,66.23,1,2,1,,3.7499,300,472861
4,2,1,2,E,1.7,49.9,1,1,2,,3.7499,300,472861
4,2,1,2,E,1.65,55.79,1,,1,,3.7499,300,472861
5,1,3,2,E,1.6,48.99,1,3,1,,3.7522,300,472861
5,1,3,2,E,1.57,43.09,3,1,1,,3.7522,300,472861
5,1,3,2,E,1.57,52.16,1,1,1,,3.7522,300,472861
5,1,3,2,E,1.75,63.5,1,6,1,,3.7522,300,472861
5,2,3,2,E,,,2,5,4,,3.8405,300,472861
6,1,3,2,E,1.73,70.31,1,1,1,,3.7522,300,472861
6,2,3,1,E,1.65,57.61,1,1,1,,3.9913,300,472861
6,2,3,2,E,1.78,74.84,3,,2,,3.8405,300,472861
7,2,3,2,E,1.8,65.77,1,2,1,,3.8405,300,472861
1,2,2,1,E,,,5,7,1,,3.6324,300,472861
4,1,2,2,E,1.6,58.97,1,1,1,,3.899,300,472861
4,2,2,1,E,1.78,64.86,1,,1,,3.6324,300,472861
4,2,2,2,E,1.73,79.38,1,,1,,3.7735,300,472861
4,2,2,2,E,1.78,74.84,1,2,1,,3.7735,300,472861
4,2,2,2,E,1.75,79.38,1,1,1,,3.7735,300,472861
5,,,2,B,,,1,1,1,,3.2354,300,472861
5,1,2,2,E,1.65,52.16,1,1,1,,3.899,300,472861
5,1,2,2,E,1.47,44,1,1,1,,3.899,300,472861
4,1,2,1,E,1.6,54.43,1,2,1,,3.6828,300,472861
4,1,2,1,E,1.6,45.36,1,2,1,,3.6828,300,472861
4,1,2,2,E,1.5,45.36,1,1,1,,3.899,300,472861
4,1,2,2,E,1.63,49.9,1,1,1,,3.899,300,472861
4,1,2,2,E,1.65,58.51,1,2,2,,3.899,300,472861
4,1,2,2,E,,,3,2,1,,3.899,300,472861
4,2,,2,E,1.75,64.86,,2,1,,3.8405,300,472861
4,2,2,2,E,1.9,74.84,1,1,1,,3.7735,300,472861
4,2,2,2,E,1.78,90.72,1,1,1,,3.7735,300,472861
4,2,2,2,E,1.78,68.04,1,1,1,,3.7735,300,472861
5,2,2,1,E,1.68,58.97,,1,1,,3.6324,300,472861
5,2,2,2,E,1.65,53.07,,2,1,,3.7735,300,472861
5,2,2,2,E,,,1,2,1,,3.7735,300,472861
5,1,3,2,E,1.6,49.9,1,1,1,,3.7522,300,472861
5,1,3,2,E,1.6,45.36,1,7,1,,3.7522,300,472861
5,2,3,2,E,,,1,1,1,,3.8405,300,472861
5,2,3,2,C,1.83,136.08,1,,2,,3.422,300,472861
6,1,3,1,E,1.65,74.84,1,3,1,,3.7576,300,472861
6,1,3,2,E,1.57,74.84,1,1,1,,3.7522,300,472861
6,1,3,2,B,1.57,43.55,1,1,1,,3.2354,300,472861
6,2,3,1,C E,1.88,68.04,1,1,1,,3.9913,300,472861
6,2,3,1,E,1.73,58.97,1,2,1,,3.9913,300,472861
6,2,3,2,E,1.83,86.18,1,1,1,,3.8405,300,472861
3,1,,2,E,1.6,74.84,1,1,1,,3.4912,300,472861
3,2,1,2,E,1.68,61.24,1,1,1,,3.7499,300,472861
3,2,1,2,E,1.78,54.43,1,1,1,,3.7499,300,472861
4,,,1,A,,,1,2,1,,3.9913,300,472861
4,1,1,2,E,1.6,44.45,1,,1,,3.4912,300,472861
4,1,1,2,E,1.57,47.63,1,1,1,,3.4912,300,472861
4,2,1,2,E,1.88,95.71,1,,1,,3.7499,300,472861
4,2,1,2,E,1.83,86.18,1,2,1,,3.7499,300,472861
4,2,1,2,B,1.68,44.45,2,,1,,2.9463,300,472861
3,1,1,2,E,,,1,1,1,,0.2872,211,472861
4,1,2,2,E,1.65,53.07,1,1,1,,0.4214,211,472861
5,1,2,2,E,,,1,1,1,,0.4214,211,472861
5,1,2,2,E,1.78,69.85,1,1,1,,0.4214,211,472861
5,2,2,2,C,1.73,61.69,2,1,1,,0.5371,211,472861
5,2,3,,A,1.73,91.17,1,1,1,,0.1835,211,472861
6,2,3,2,E,,,1,1,1,,0.7693,211,472861
4,1,2,2,E,,,1,1,1,,0.4214,211,472861
4,1,2,2,E,1.6,53.52,2,2,1,,0.4214,211,472861
4,1,2,2,E,1.63,48.54,1,2,1,,0.4214,211,472861
4,2,2,2,E,1.85,70.31,1,1,1,,0.5345,211,472861
4,2,2,2,E,1.85,61.24,1,1,1,,0.5345,211,472861
4,2,2,2,E,1.73,70.76,1,1,1,,0.5345,211,472861
5,1,2,2,E,1.6,57.61,1,1,3,,0.4214,211,472861
5,1,2,2,E,1.68,63.5,1,1,1,,0.4214,211,472861
5,1,2,2,E,1.65,49.9,1,1,1,,0.4214,211,472861
5,1,2,2,E,1.7,58.97,1,2,1,,0.4214,211,472861
5,1,2,2,E,1.6,54.43,1,1,1,,0.4214,211,472861
5,2,2,2,E,1.78,91.17,1,1,1,,0.5345,211,472861
5,2,2,2,E,1.78,68.04,1,1,2,,0.5345,211,472861
5,2,2,2,E,1.93,79.38,1,1,1,,0.5345,211,472861
3,1,1,2,E,,,3,2,2,,0.2872,211,472861
4,2,1,2,E,,,1,1,1,,0.3568,211,472861
4,2,1,2,E,1.96,58.97,1,7,1,,0.3568,211,472861
4,2,1,2,E,1.55,54.43,1,1,1,,0.3568,211,472861
5,2,1,1,C,1.8,54.43,,,1,,0.4312,211,472861
5,1,3,2,E,1.55,60.33,1,2,1,,0.7065,211,472861
5,2,,2,E,1.7,63.5,1,1,1,,0.3568,211,472861
5,2,3,1,,1.78,70.31,1,1,1,,0.6584,211,472861
6,1,3,1,E,1.65,53.52,1,1,1,,0.6832,211,472861
6,1,3,2,E,1.65,77.11,1,1,1,,0.7065,211,472861
6,1,3,2,E,1.7,56.7,1,2,1,,0.7065,211,472861
6,2,3,2,E,1.73,70.31,1,5,1,,0.7693,211,472861
6,2,3,2,B,1.75,57.15,1,2,1,,0.257,211,472861
6,2,3,2,E,1.78,77.11,1,2,1,,0.7693,211,472861
6,2,3,2,E,1.83,87.09,1,1,1,,0.7693,211,472861
3,1,1,2,E,1.73,53.52,1,1,1,,0.2872,211,472861
3,1,1,2,E,,,1,1,1,,0.2872,211,472861
3,2,1,2,E,1.63,44,1,1,1,,0.3568,211,472861
3,2,1,2,E,1.6,45.36,1,1,1,,0.3568,211,472861
3,2,1,2,E,1.78,64.41,1,1,1,,0.3568,211,472861
3,2,1,2,E,1.7,58.97,1,1,1,,0.3568,211,472861
4,,1,2,B,,,1,2,2,,0.1052,211,472861
4,1,1,2,E,,,1,1,1,,0.2872,211,472861
4,1,1,2,E,1.75,59.42,2,1,1,,0.2872,211,472861
4,1,1,2,E,1.68,58.06,1,1,1,,0.2872,211,472861
4,1,1,2,E,1.7,73.48,1,2,1,,0.2872,211,472861
4,1,1,2,E,1.75,57.15,1,2,1,,0.2872,211,472861
4,2,1,2,E,1.88,108.86,,3,1,,0.3568,211,472861
4,2,1,2,E,1.6,46.27,1,1,1,,0.3568,211,472861
4,2,1,2,E,1.55,38.56,1,1,1,,0.3568,211,472861
4,2,1,2,E,1.73,59.88,1,1,1,,0.3568,211,472861
4,2,1,2,E,1.8,77.11,1,1,1,,0.3568,211,472861
4,2,1,2,E,1.78,65.77,1,3,1,,0.3568,211,472861
3,,1,2,E,,,1,1,2,,0.3568,211,472861
3,1,1,2,E,1.63,52.16,3,1,1,,0.2872,211,472861
3,1,1,2,E,,,,1,1,,0.2872,211,472861
3,1,1,2,E,1.73,78.02,1,,1,,0.2872,211,472861
3,2,1,,E,1.83,127.01,1,1,1,,0.3568,211,472861
3,2,1,2,E,1.63,56.7,1,2,1,,0.3568,211,472861
3,2,1,2,E,1.78,81.65,1,5,1,,0.3568,211,472861
4,1,1,2,E,1.63,58.97,1,1,1,,0.2872,211,472861
4,1,1,2,E,1.68,68.04,1,1,1,,0.2872,211,472861
4,1,1,2,E,1.63,60.78,1,1,1,,0.2872,211,472861
4,2,1,2,E,1.78,61.24,1,1,1,,0.3568,211,472861
4,2,1,2,A   E,1.96,75.3,1,1,1,,0.0757,211,472861
5,2,3,2,E,1.7,50.35,1,3,1,,0.7693,211,472861
5,1,3,2,E,,,1,,3,,0.7065,211,472861
6,1,3,2,E,1.57,49.9,1,7,1,,0.7065,211,472861
6,1,3,2,E,1.68,52.62,1,1,1,,0.7065,211,472861
6,1,4,1,A,,,1,1,1,,0.8711,211,472861
7,1,4,2,E,1.7,58.97,1,1,1,,0.5757,211,472861
